ethnic,concept_order,tag,feature_type,core_concept,concept,concept_key,normalized_form,component_tokens,confidence,source_intermediate_proto_from_reduction,lexicon_stage_used,lexicon_family_bucket,note
Old Danish,71,dryronym,woodland,utility and atmosphere,fuel source,fuel_source,widu spring,fuel + source,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,72,dryronym,woodland,utility and atmosphere,clearing-land,clearing_land,leuh land,clearing + land,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,73,dryronym,woodland,utility and atmosphere,sparse trees,sparse_trees,spar trewa,sparse + trees,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,74,limnonym,swamp,texture and sensation,sinking ground,sinking_ground,sinkand grund,sinking + ground,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,75,limnonym,swamp,texture and sensation,soft earth,soft_earth,malth ertho,soft + earth,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,76,limnonym,swamp,texture and sensation,mud,mud,muk,mud,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,77,limnonym,swamp,texture and sensation,rotten place,rotten_place,ful stad,rotten + place,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,78,limnonym,swamp,texture and sensation,decomposing water,decomposing_water,rotand watar,decomposing + water,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,79,limnonym,swamp,texture and sensation,stagnant mire,stagnant_mire,standand fen,stagnant + mire,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,80,limnonym,marsh,texture and sensation,bog,bog,mos,bog,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,81,limnonym,marsh,texture and sensation,fen,fen,fen,fen,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,82,limnonym,marsh,texture and sensation,reedy water,reedy_water,hreus watar,reed + water,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,83,limnonym,marsh,texture and sensation,wet plain,wet_plain,wat feld,wet + plain,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,84,limnonym,marsh,texture and sensation,shallow sludge,shallow_sludge,grund slim,shallow + sludge,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,85,potamonym,river,movement and visibility,that which flows,that_which_flows,fleutand thing,flowing + thing,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,86,potamonym,river,movement and visibility,running stream,running_stream,rinnand straum,running + stream,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,87,potamonym,river,movement and visibility,dark one,dark_one,derk ain,dark + one,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,88,potamonym,river,movement and visibility,bright one,bright_one,berht ain,bright + one,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,89,potamonym,river,movement and visibility,muddy one,muddy_one,mukig ain,muddy + one,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,90,potamonym,river,movement and visibility,pure one,pure_one,skir ain,pure + one,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,91,thalassonym,ocean,concept and sensation,boundless,boundless,unbundan,boundless,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,92,thalassonym,ocean,concept and sensation,outer ring,outer_ring,utar hring,outer + ring,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,93,thalassonym,ocean,concept and sensation,endless void,endless_void,andlaus tom,endless + void,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,94,thalassonym,ocean,concept and sensation,great circle,great_circle,mikl hring,great + circle,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,95,thalassonym,ocean,concept and sensation,encircling current,encircling_current,umbhring straum,encircling + current,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,96,thalassonym,sea,texture and sensation,salt water,salt_water,salt watar,salt + water,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,97,thalassonym,sea,texture and sensation,bitter water,bitter_water,bitar watar,bitter + water,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,98,thalassonym,sea,texture and sensation,turbulent,turbulent,hrohr,turbulent,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,99,thalassonym,sea,texture and sensation,swelling expanse,swelling_expanse,swellung wang,swelling + expanse,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,100,thalassonym,gulf,anatomy and geometry,bay,bay,bugt,bay,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,101,thalassonym,gulf,anatomy and geometry,deep hollow,deep_hollow,deup hol,deep + hollow,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,102,thalassonym,gulf,anatomy and geometry,pocket,pocket,poki,pocket,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,103,thalassonym,gulf,anatomy and geometry,wide embrace of coast,wide_embrace_of_coast,wid fangan strand,wide + embrace + coast,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,104,pedionym,plain,geometry and visibility,flat land,flat_land,flata land,flat + land,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,105,pedionym,plain,geometry and visibility,open space,open_space,opan rum,open + space,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,106,pedionym,plain,geometry and visibility,spread out,spread_out,spraid ut,spread + out,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,107,pedionym,plain,geometry and visibility,where eye reaches,where_eye_reaches,augo reik,eye + reaches,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,108,pedionym,plain,geometry and visibility,treeless expanse,treeless_expanse,trewlaus wang,treeless + expanse,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,109,pedionym,grassland,utility and vegetation,meadow,meadow,madu,meadow,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,110,pedionym,grassland,utility and vegetation,pasture land,pasture_land,leswe land,pasture + land,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,111,pedionym,grassland,utility and vegetation,green expanse,green_expanse,groni wang,green + expanse,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,112,pedionym,grassland,utility and vegetation,grazing field,grazing_field,gras feld,grazing + field,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,113,pedionym,steppe,geometry and visibility,barren plain,barren_plain,bar feld,barren + plain,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,114,pedionym,steppe,geometry and visibility,dry flat land,dry_flat_land,thurs flata land,dry + flat + land,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,115,pedionym,steppe,geometry and visibility,wide wasteland,wide_wasteland,wid wost,wide + wasteland,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,116,pedionym,steppe,geometry and visibility,horizon floor,horizon_floor,rand flor,horizon + floor,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,117,speleonym,cave,anatomy and hollows,mouth,mouth_117,muth,mouth,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,118,speleonym,cave,anatomy and hollows,throat,throat,hals,throat,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,119,speleonym,cave,anatomy and hollows,hollow,hollow,hol,hollow,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,120,speleonym,cave,anatomy and hollows,deep dark womb,deep_dark_womb,deup derk wamb,deep + dark + womb,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,121,speleonym,cave,anatomy and hollows,subterranean shelter,subterranean_shelter,undirjord skur,subterranean + shelter,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,122,speleonym,cavern,anatomy and hollows,deep rift,deep_rift,deup kluft,deep + rift,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,123,speleonym,cavern,anatomy and hollows,cleft in rock,cleft_in_rock,kluft stain,cleft + rock,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
